formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
omega/c,feynman_I_29_4,0,((-1.5001757183915122e-08 add (0.08357019025689263 mul inv((2.110201823869637 add (-2.1102020265364008 add (0.38397747266509114 mul x_1)))))) mul (25.333871378859953 add (11.942295712617769 mul (-2.1213573365347966 add (0.3847393251231863 mul x_0))))),"mul,add,-1.5001757183915122e-08,mul,0.08357019025689263,inv,add,2.110201823869637,add,-2.1102020265364008,mul,0.38397747266509114,x_1,add,25.333871378859953,mul,11.942295712617769,add,-2.1213573365347966,mul,0.3847393251231863,x_0",BFGS,59.78413057,((-1.5001757183915122e-08 add (0.08357019025689263 mul inv((2.110201823869637 add (-2.1102020265364008 add (0.38397747266509114 mul x_1)))))) mul (25.333871378859953 add (11.942295712617769 mul (-2.1213573365347966 add (0.3847393251231863 mul x_0))))),1,1,1,1,1,22,1,1,1,1,1,22,2,51
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,feynman_I_30_3,0,(0.023859195930404652 add ((-0.13814987416650196 add (-0.13806987415315441 add (-0.11527404305330069 mul (((0.036206119021408995 add (7.609181718452088e-05 mul (-2.6039494442762443 add (0.8683444195458252 mul x_0)))) mul ((46.0247234416774 add (-94.39595550785464 mul cos(((0.11273237260443723 add (0.04379997898613819 mul (-2.589983501203058 add (0.8669758591003153 mul x_2)))) mul (79.64868284813035 add (30.540762761141842 mul (-2.606986528818559 add (0.8670621332769533 mul x_1)))))))) add (46.04472344151756 add (0.5050080881068977 mul ((-4.965733989980504 add (-2.4740037845995566 mul ((0.01887056761808822 add (-0.48743998280127104 mul abs((0.3305098208796862 add (-2.7005585869819875 mul (-2.606986528818559 add (0.8670621332769533 mul x_1))))))))**2)))**2)))))**2))) mul (-0.5533567257928832 add (-0.2105829945888539 mul (-2.6039494442762443 add (0.8683444195458252 mul x_0)))))),"add,0.023859195930404652,mul,add,-0.13814987416650196,add,-0.13806987415315441,mul,-0.11527404305330069,pow2,mul,add,0.036206119021408995,mul,7.609181718452088e-05,add,-2.6039494442762443,mul,0.8683444195458252,x_0,add,add,46.0247234416774,mul,-94.39595550785464,cos,mul,add,0.11273237260443723,mul,0.04379997898613819,add,-2.589983501203058,mul,0.8669758591003153,x_2,add,79.64868284813035,mul,30.540762761141842,add,-2.606986528818559,mul,0.8670621332769533,x_1,add,46.04472344151756,mul,0.5050080881068977,pow2,add,-4.965733989980504,mul,-2.4740037845995566,pow2,add,0.01887056761808822,mul,-0.48743998280127104,abs,add,0.3305098208796862,mul,-2.7005585869819875,add,-2.606986528818559,mul,0.8670621332769533,x_1,add,-0.5533567257928832,mul,-0.2105829945888539,add,-2.6039494442762443,mul,0.8683444195458252,x_0",BFGS,560.3508089,(0.023859195930404652 add ((-0.13814987416650196 add (-0.13806987415315441 add (-0.11527404305330069 mul (((0.036206119021408995 add (7.609181718452088e-05 mul (-2.6039494442762443 add (0.8683444195458252 mul x_0)))) mul ((46.0247234416774 add (-94.39595550785464 mul cos(((0.11273237260443723 add (0.04379997898613819 mul (-2.589983501203058 add (0.8669758591003153 mul x_2)))) mul (79.64868284813035 add (30.540762761141842 mul (-2.606986528818559 add (0.8670621332769533 mul x_1)))))))) add (46.04472344151756 add (0.5050080881068977 mul ((-4.965733989980504 add (-2.4740037845995566 mul ((0.01887056761808822 add (-0.48743998280127104 mul abs((0.3305098208796862 add (-2.7005585869819875 mul (-2.606986528818559 add (0.8670621332769533 mul x_1))))))))**2)))**2)))))**2))) mul (-0.5533567257928832 add (-0.2105829945888539 mul (-2.6039494442762443 add (0.8683444195458252 mul x_0)))))),0.979085732,0,0,0,0,78,0.979776152,0,0,0,0,78,3,207
arcsin(lambd/(n*d)),feynman_I_30_5,0,((-0.007931668322909752 add (-0.000843231892159923 mul (-2.599336489438502 add (0.8661745933574716 mul x_2)))) sub ((0.004430285833379712 add (0.0007630955091586359 mul (-5.203420920831219 add (3.462916984591698 mul x_0)))) mul (-3.1998435142266395 add (-9.000095761126998 mul inv((((0.0339067876460074 add (0.008420368921121075 mul (-4.055404787316975 add (1.155735815543773 mul x_1)))) mul (8.859723775817942 add (3.4079677651122675 mul (-2.599336489438502 add (0.8661745933574716 mul x_2))))) sub (0.00833372587874729 add (0.0031877523061636555 mul (-5.203420920831219 add (3.462916984591698 mul x_0)))))))))),"sub,add,-0.007931668322909752,mul,-0.000843231892159923,add,-2.599336489438502,mul,0.8661745933574716,x_2,mul,add,0.004430285833379712,mul,0.0007630955091586359,add,-5.203420920831219,mul,3.462916984591698,x_0,add,-3.1998435142266395,mul,-9.000095761126998,inv,sub,mul,add,0.0339067876460074,mul,0.008420368921121075,add,-4.055404787316975,mul,1.155735815543773,x_1,add,8.859723775817942,mul,3.4079677651122675,add,-2.599336489438502,mul,0.8661745933574716,x_2,add,0.00833372587874729,mul,0.0031877523061636555,add,-5.203420920831219,mul,3.462916984591698,x_0",BFGS,202.067425,((-0.007931668322909752 add (-0.000843231892159923 mul (-2.599336489438502 add (0.8661745933574716 mul x_2)))) sub ((0.004430285833379712 add (0.0007630955091586359 mul (-5.203420920831219 add (3.462916984591698 mul x_0)))) mul (-3.1998435142266395 add (-9.000095761126998 mul inv((((0.0339067876460074 add (0.008420368921121075 mul (-4.055404787316975 add (1.155735815543773 mul x_1)))) mul (8.859723775817942 add (3.4079677651122675 mul (-2.599336489438502 add (0.8661745933574716 mul x_2))))) sub (0.00833372587874729 add (0.0031877523061636555 mul (-5.203420920831219 add (3.462916984591698 mul x_0)))))))))),0.999847427,1,0,0,1,54,0.999870589,1,0,0,1,54,3,119
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),feynman_I_32_17,0,((-0.12317590492673647 add (((0.1881092261173605 add (0.0839664702978087 mul (-6.903828099946883 add (1.7272788222315183 mul x_5)))) sub ((0.21803504429821313 add (0.028460271309408026 mul (-5.211942737634536 add (3.4727231536517533 mul x_3)))) mul ((0.04275661828907406 add (0.005638284578712659 mul (-5.182165552397013 add (3.455750212101267 mul x_2)))) mul (((17.520141334693676 add (-5.196486832067701 add (3.4666491530608896 mul x_0))) sub (2.6798586653138297 add (-0.9997009388642643 mul (-5.193002741864489 add (3.4648050030479145 mul x_1))))) mul (5.3655604627401585 add (-9.38945061954204 mul inv(((0.12461836220438624 add (0.129832778187599 mul (-6.903828099946883 add (1.7272788222315183 mul x_5)))) add (0.19361836220445283 add ((0.665801966391957 add (-0.09607813564457279 mul (-5.204495032005416 add (3.4685389818869474 mul x_4)))))**2))))))))))**3) add (-0.12017590492615893 add (-0.010332031076370539 mul (-5.182165552397013 add (3.455750212101267 mul x_2))))),"add,add,-0.12317590492673647,pow3,sub,add,0.1881092261173605,mul,0.0839664702978087,add,-6.903828099946883,mul,1.7272788222315183,x_5,mul,add,0.21803504429821313,mul,0.028460271309408026,add,-5.211942737634536,mul,3.4727231536517533,x_3,mul,add,0.04275661828907406,mul,0.005638284578712659,add,-5.182165552397013,mul,3.455750212101267,x_2,mul,sub,add,17.520141334693676,add,-5.196486832067701,mul,3.4666491530608896,x_0,add,2.6798586653138297,mul,-0.9997009388642643,add,-5.193002741864489,mul,3.4648050030479145,x_1,add,5.3655604627401585,mul,-9.38945061954204,inv,add,add,0.12461836220438624,mul,0.129832778187599,add,-6.903828099946883,mul,1.7272788222315183,x_5,add,0.19361836220445283,pow2,add,0.665801966391957,mul,-0.09607813564457279,add,-5.204495032005416,mul,3.4685389818869474,x_4,add,-0.12017590492615893,mul,-0.010332031076370539,add,-5.182165552397013,mul,3.455750212101267,x_2",BFGS,573.6261859,((-0.12317590492673647 add (((0.1881092261173605 add (0.0839664702978087 mul (-6.903828099946883 add (1.7272788222315183 mul x_5)))) sub ((0.21803504429821313 add (0.028460271309408026 mul (-5.211942737634536 add (3.4727231536517533 mul x_3)))) mul ((0.04275661828907406 add (0.005638284578712659 mul (-5.182165552397013 add (3.455750212101267 mul x_2)))) mul (((17.520141334693676 add (-5.196486832067701 add (3.4666491530608896 mul x_0))) sub (2.6798586653138297 add (-0.9997009388642643 mul (-5.193002741864489 add (3.4648050030479145 mul x_1))))) mul (5.3655604627401585 add (-9.38945061954204 mul inv(((0.12461836220438624 add (0.129832778187599 mul (-6.903828099946883 add (1.7272788222315183 mul x_5)))) add (0.19361836220445283 add ((0.665801966391957 add (-0.09607813564457279 mul (-5.204495032005416 add (3.4685389818869474 mul x_4)))))**2))))))))))**3) add (-0.12017590492615893 add (-0.010332031076370539 mul (-5.182165552397013 add (3.455750212101267 mul x_2))))),0.998790897,0,0,0,0,88,0.998743007,0,0,0,0,88,6,191
q**2*a**2/(6*pi*epsilon*c**3),feynman_I_32_5,0,(((0.00789462065706704 mul inv(((0.007192891488021605 add (0.0027756374325011604 mul (-2.5914377285636383 add (0.864544253635127 mul x_2)))) mul (5.676077079618876e-08 add ((-2.094194096133404 add (-0.8055663143051355 mul (-2.5996544246858218 add (0.8674116463206913 mul x_3)))))**3)))) mul (2.1941768022407467e-08 add (-0.00393395258172068 mul (((0.1676942329550683 add (0.06447794644257157 mul (-2.600799788558827 add (0.8670311100046788 mul x_0)))) mul (63.44578570178855 add (24.38277823258078 mul (-2.6020735991651076 add (0.8675709232232404 mul x_1))))))**2))) add (1.9109845966632078e-12 add (2.8046491965129026e-09 mul (-2.5996544246858218 add (0.8674116463206913 mul x_3))))),"add,mul,mul,0.00789462065706704,inv,mul,add,0.007192891488021605,mul,0.0027756374325011604,add,-2.5914377285636383,mul,0.864544253635127,x_2,add,5.676077079618876e-08,pow3,add,-2.094194096133404,mul,-0.8055663143051355,add,-2.5996544246858218,mul,0.8674116463206913,x_3,add,2.1941768022407467e-08,mul,-0.00393395258172068,pow2,mul,add,0.1676942329550683,mul,0.06447794644257157,add,-2.600799788558827,mul,0.8670311100046788,x_0,add,63.44578570178855,mul,24.38277823258078,add,-2.6020735991651076,mul,0.8675709232232404,x_1,add,1.9109845966632078e-12,mul,2.8046491965129026e-09,add,-2.5996544246858218,mul,0.8674116463206913,x_3",BFGS,354.0177209,(((0.00789462065706704 mul inv(((0.007192891488021605 add (0.0027756374325011604 mul (-2.5914377285636383 add (0.864544253635127 mul x_2)))) mul (5.676077079618876e-08 add ((-2.094194096133404 add (-0.8055663143051355 mul (-2.5996544246858218 add (0.8674116463206913 mul x_3)))))**3)))) mul (2.1941768022407467e-08 add (-0.00393395258172068 mul (((0.1676942329550683 add (0.06447794644257157 mul (-2.600799788558827 add (0.8670311100046788 mul x_0)))) mul (63.44578570178855 add (24.38277823258078 mul (-2.6020735991651076 add (0.8675709232232404 mul x_1))))))**2))) add (1.9109845966632078e-12 add (2.8046491965129026e-09 mul (-2.5996544246858218 add (0.8674116463206913 mul x_3))))),1,1,1,1,1,60,1,1,1,1,1,60,4,139
omega_0/(1-v/c),feynman_I_34_1,0,((0.04949869829052548 add ((1.4723198402099265 add (0.4572274055519238 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))) mul ((7.136521279270624e-08 add (-14.97247312697483 mul inv(((-90.03428552455811 add (-36.420321488599484 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))) sub (0.2342855251305941 add (-5.2141303218810355 mul (-5.179889665616272 add (3.4533943939342637 mul x_1)))))))) mul (15.991598914866106 add (6.135954289768593 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))))) add (-0.04950130093930886 add (-2.679156690847149e-06 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))),"add,add,0.04949869829052548,mul,add,1.4723198402099265,mul,0.4572274055519238,add,-3.2201024982595237,mul,0.4944065021209416,x_0,mul,add,7.136521279270624e-08,mul,-14.97247312697483,inv,sub,add,-90.03428552455811,mul,-36.420321488599484,add,-3.2201024982595237,mul,0.4944065021209416,x_0,add,0.2342855251305941,mul,-5.2141303218810355,add,-5.179889665616272,mul,3.4533943939342637,x_1,add,15.991598914866106,mul,6.135954289768593,add,-2.6062152550585154,mul,0.86703439253618,x_2,add,-0.04950130093930886,mul,-2.679156690847149e-06,add,-2.6062152550585154,mul,0.86703439253618,x_2",BFGS,297.9781456,((0.04949869829052548 add ((1.4723198402099265 add (0.4572274055519238 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))) mul ((7.136521279270624e-08 add (-14.97247312697483 mul inv(((-90.03428552455811 add (-36.420321488599484 mul (-3.2201024982595237 add (0.4944065021209416 mul x_0)))) sub (0.2342855251305941 add (-5.2141303218810355 mul (-5.179889665616272 add (3.4533943939342637 mul x_1)))))))) mul (15.991598914866106 add (6.135954289768593 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))))) add (-0.04950130093930886 add (-2.679156690847149e-06 mul (-2.6062152550585154 add (0.86703439253618 mul x_2))))),1,1,1,1,1,56,1,1,1,1,1,56,3,127
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,feynman_I_34_14,0,((0.019932015747461833 add (-0.0042684227375502076 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))) add (((-0.07224504454569004 add inv(((-50.511275698528706 add (-18.458702242235493 mul (-3.2142128356151605 add (0.495347937550551 mul x_0)))) add (-0.6112756985383836 add (4.514147807311267 mul (-5.199057669610316 add (3.4637368557020336 mul x_1))))))) mul (0.434574446817373 add (0.16840890330034597 mul (-2.5937693205168735 add (0.8656677029132814 mul x_2))))) mul (-94.49809227313442 add (-2.7143730242770285 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))))),"add,add,0.019932015747461833,mul,-0.0042684227375502076,add,-5.199057669610316,mul,3.4637368557020336,x_1,mul,mul,add,-0.07224504454569004,inv,add,add,-50.511275698528706,mul,-18.458702242235493,add,-3.2142128356151605,mul,0.495347937550551,x_0,add,-0.6112756985383836,mul,4.514147807311267,add,-5.199057669610316,mul,3.4637368557020336,x_1,add,0.434574446817373,mul,0.16840890330034597,add,-2.5937693205168735,mul,0.8656677029132814,x_2,add,-94.49809227313442,mul,-2.7143730242770285,add,-5.199057669610316,mul,3.4637368557020336,x_1",BFGS,209.4116077,((0.019932015747461833 add (-0.0042684227375502076 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))) add (((-0.07224504454569004 add inv(((-50.511275698528706 add (-18.458702242235493 mul (-3.2142128356151605 add (0.495347937550551 mul x_0)))) add (-0.6112756985383836 add (4.514147807311267 mul (-5.199057669610316 add (3.4637368557020336 mul x_1))))))) mul (0.434574446817373 add (0.16840890330034597 mul (-2.5937693205168735 add (0.8656677029132814 mul x_2))))) mul (-94.49809227313442 add (-2.7143730242770285 mul (-5.199057669610316 add (3.4637368557020336 mul x_1)))))),0.999859336,1,0,1,1,52,0.999863767,1,0,1,1,52,3,111
(h/(2*pi))*omega,feynman_I_34_27,0,((0.020066176485230812 add (0.007695576112431808 mul (-2.6074950324208683 add (0.867996184354415 mul x_0)))) mul (71.41961358381516 add (27.54926049493166 mul (-2.5924330568553198 add (0.8648707952578674 mul x_1))))),"mul,add,0.020066176485230812,mul,0.007695576112431808,add,-2.6074950324208683,mul,0.867996184354415,x_0,add,71.41961358381516,mul,27.54926049493166,add,-2.5924330568553198,mul,0.8648707952578674,x_1",BFGS,38.56302547,((0.020066176485230812 add (0.007695576112431808 mul (-2.6074950324208683 add (0.867996184354415 mul x_0)))) mul (71.41961358381516 add (27.54926049493166 mul (-2.5924330568553198 add (0.8648707952578674 mul x_1))))),1,1,1,1,1,19,1,1,1,1,1,19,2,41
q*v*B/p,feynman_I_34_8,0,((-9.66015865363043e-10 add (8.027937150120037 mul inv((2.5973057793739365 add (-2.5973057791239818 add (0.864429066364498 mul x_3)))))) mul (((2.5989038685756007 add (-2.598903869510353 add (0.866927457132058 mul x_2))) mul (0.022882917458844177 add (0.00876181714761045 mul (-2.6116634339521054 add (0.8692316239197542 mul x_1))))) mul (48.861108798162036 add (18.810163459180227 mul (-2.5975908672256853 add (0.8670025339679623 mul x_0)))))),"mul,add,-9.66015865363043e-10,mul,8.027937150120037,inv,add,2.5973057793739365,add,-2.5973057791239818,mul,0.864429066364498,x_3,mul,mul,add,2.5989038685756007,add,-2.598903869510353,mul,0.866927457132058,x_2,add,0.022882917458844177,mul,0.00876181714761045,add,-2.6116634339521054,mul,0.8692316239197542,x_1,add,48.861108798162036,mul,18.810163459180227,add,-2.5975908672256853,mul,0.8670025339679623,x_0",BFGS,144.0648673,((-9.66015865363043e-10 add (8.027937150120037 mul inv((2.5973057793739365 add (-2.5973057791239818 add (0.864429066364498 mul x_3)))))) mul (((2.5989038685756007 add (-2.598903869510353 add (0.866927457132058 mul x_2))) mul (0.022882917458844177 add (0.00876181714761045 mul (-2.6116634339521054 add (0.8692316239197542 mul x_1))))) mul (48.861108798162036 add (18.810163459180227 mul (-2.5975908672256853 add (0.8670025339679623 mul x_0)))))),1,1,1,1,1,40,1,1,1,1,1,40,4,83
I1+I2+2*sqrt(I1*I2)*cos(delta),feynman_I_37_4,0,(-0.7502302813772582 add (0.14995639468091324 mul abs(((((4.896222042207079 add (-2.597902606499823 add (0.8676658527133604 mul x_0))) mul (-0.22966184592935415 add (-0.04602395949850546 mul (-2.593435283001956 add (0.8634130946857225 mul x_1))))) mul ((14.649244249219542 add (2.1989403912264174 mul (-2.593435283001956 add (0.8634130946857225 mul x_1)))) sub (-14.659244131139863 add (93.66137323576089 mul arctan((0.372960317827282 add (0.011165207467787002 mul ((0.5678450912086052 add (-4.959988299283215 mul (-2.604551082065325 add (0.8654388797381829 mul x_2)))))**2))))))) sub (-0.5220795272063447 add (-0.00012228210945315694 mul (((36.01167584207137 add (85.50815534233872 mul (-2.593435283001956 add (0.8634130946857225 mul x_1)))) add (36.00267570579828 add (-58.895716416354496 mul (-2.597902606499823 add (0.8676658527133604 mul x_0))))))**2)))))),"add,-0.7502302813772582,mul,0.14995639468091324,abs,sub,mul,mul,add,4.896222042207079,add,-2.597902606499823,mul,0.8676658527133604,x_0,add,-0.22966184592935415,mul,-0.04602395949850546,add,-2.593435283001956,mul,0.8634130946857225,x_1,sub,add,14.649244249219542,mul,2.1989403912264174,add,-2.593435283001956,mul,0.8634130946857225,x_1,add,-14.659244131139863,mul,93.66137323576089,arctan,add,0.372960317827282,mul,0.011165207467787002,pow2,add,0.5678450912086052,mul,-4.959988299283215,add,-2.604551082065325,mul,0.8654388797381829,x_2,add,-0.5220795272063447,mul,-0.00012228210945315694,pow2,add,add,36.01167584207137,mul,85.50815534233872,add,-2.593435283001956,mul,0.8634130946857225,x_1,add,36.00267570579828,mul,-58.895716416354496,add,-2.597902606499823,mul,0.8676658527133604,x_0",BFGS,526.8208869,(-0.7502302813772582 add (0.14995639468091324 mul abs(((((4.896222042207079 add (-2.597902606499823 add (0.8676658527133604 mul x_0))) mul (-0.22966184592935415 add (-0.04602395949850546 mul (-2.593435283001956 add (0.8634130946857225 mul x_1))))) mul ((14.649244249219542 add (2.1989403912264174 mul (-2.593435283001956 add (0.8634130946857225 mul x_1)))) sub (-14.659244131139863 add (93.66137323576089 mul arctan((0.372960317827282 add (0.011165207467787002 mul ((0.5678450912086052 add (-4.959988299283215 mul (-2.604551082065325 add (0.8654388797381829 mul x_2)))))**2))))))) sub (-0.5220795272063447 add (-0.00012228210945315694 mul (((36.01167584207137 add (85.50815534233872 mul (-2.593435283001956 add (0.8634130946857225 mul x_1)))) add (36.00267570579828 add (-58.895716416354496 mul (-2.597902606499823 add (0.8676658527133604 mul x_0))))))**2)))))),0.999172783,0,0,0,0,77,0.999183047,0,0,0,0,77,3,185
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),feynman_I_38_12,0,((-0.17798086784162706 add (-0.06866311112875755 mul (-2.5920885107332348 add (0.8646382780783136 mul x_3)))) mul (-5.138685075697274e-06 add (-0.21898567482181688 mul (((0.008283963900407606 add (0.003196718231567949 mul (-2.591397789653647 add (0.8657632260166134 mul x_2)))) mul (0.0015204751872443711 add (9.001526154620246 mul inv(((-4.716278199691782e-06 add (-0.9869158807852799 mul sqrt((2.597189237094965 add (-2.597192756481693 add (0.866209921461431 mul x_0)))))) mul (0.01644921921788401 add (0.006338526794618627 mul (-2.595114887925312 add (0.8647658159749241 mul x_1))))))))))**2))),"mul,add,-0.17798086784162706,mul,-0.06866311112875755,add,-2.5920885107332348,mul,0.8646382780783136,x_3,add,-5.138685075697274e-06,mul,-0.21898567482181688,pow2,mul,add,0.008283963900407606,mul,0.003196718231567949,add,-2.591397789653647,mul,0.8657632260166134,x_2,add,0.0015204751872443711,mul,9.001526154620246,inv,mul,add,-4.716278199691782e-06,mul,-0.9869158807852799,sqrt,add,2.597189237094965,add,-2.597192756481693,mul,0.866209921461431,x_0,add,0.01644921921788401,mul,0.006338526794618627,add,-2.595114887925312,mul,0.8647658159749241,x_1",BFGS,259.9398575,((-0.17798086784162706 add (-0.06866311112875755 mul (-2.5920885107332348 add (0.8646382780783136 mul x_3)))) mul (-5.138685075697274e-06 add (-0.21898567482181688 mul (((0.008283963900407606 add (0.003196718231567949 mul (-2.591397789653647 add (0.8657632260166134 mul x_2)))) mul (0.0015204751872443711 add (9.001526154620246 mul inv(((-4.716278199691782e-06 add (-0.9869158807852799 mul sqrt((2.597189237094965 add (-2.597192756481693 add (0.866209921461431 mul x_0)))))) mul (0.01644921921788401 add (0.006338526794618627 mul (-2.595114887925312 add (0.8647658159749241 mul x_1))))))))))**2))),1,1,1,1,1,52,1,1,1,1,1,52,4,127
3/2*pr*V,feynman_I_39_1,0,((0.200823721567227 add (0.07692606515889475 mul (-2.610606965942704 add (0.8688530235144653 mul x_0)))) mul (67.30498770559053 add (25.989951880363087 mul (-2.5896541867348852 add (0.8635071708014845 mul x_1))))),"mul,add,0.200823721567227,mul,0.07692606515889475,add,-2.610606965942704,mul,0.8688530235144653,x_0,add,67.30498770559053,mul,25.989951880363087,add,-2.5896541867348852,mul,0.8635071708014845,x_1",BFGS,33.82569718,((0.200823721567227 add (0.07692606515889475 mul (-2.610606965942704 add (0.8688530235144653 mul x_0)))) mul (67.30498770559053 add (25.989951880363087 mul (-2.5896541867348852 add (0.8635071708014845 mul x_1))))),1,1,1,1,1,19,1,1,1,1,1,19,2,41
1/(gamma-1)*pr*V,feynman_I_39_11,0,(((-2.146833046079844e-08 add inv((2.8824655384576836 add (-4.033990438979591 add (1.1515250978664964 mul x_0))))) mul (0.14754527216253976 add (0.056785084258436015 mul (-2.5983103276420585 add (0.8663196363373742 mul x_1))))) mul (70.17923393023794 add (26.99572492636082 mul (-2.599642553103913 add (0.8670937315278865 mul x_2))))),"mul,mul,add,-2.146833046079844e-08,inv,add,2.8824655384576836,add,-4.033990438979591,mul,1.1515250978664964,x_0,add,0.14754527216253976,mul,0.056785084258436015,add,-2.5983103276420585,mul,0.8663196363373742,x_1,add,70.17923393023794,mul,26.99572492636082,add,-2.599642553103913,mul,0.8670937315278865,x_2",BFGS,72.59810352,(((-2.146833046079844e-08 add inv((2.8824655384576836 add (-4.033990438979591 add (1.1515250978664964 mul x_0))))) mul (0.14754527216253976 add (0.056785084258436015 mul (-2.5983103276420585 add (0.8663196363373742 mul x_1))))) mul (70.17923393023794 add (26.99572492636082 mul (-2.599642553103913 add (0.8670937315278865 mul x_2))))),1,1,1,1,1,30,1,1,1,1,1,30,3,63
n*kb*T/V,feynman_I_39_22,0,(((2.0618618198977514e-10 add inv((2.598585987483127 add (-2.59858598883073 add (0.8655303337404334 mul x_2))))) mul ((0.02016025216282711 add (0.0077496641010765775 mul (-2.6014356107720245 add (0.8672183931065213 mul x_3)))) mul (15.043837284069932 add (5.789950220114695 mul (-2.5982671179381884 add (0.8655857416652579 mul x_1)))))) mul (77.0691742654456 add (29.644398659356032 mul (-2.5997887538251345 add (0.8668488229585086 mul x_0))))),"mul,mul,add,2.0618618198977514e-10,inv,add,2.598585987483127,add,-2.59858598883073,mul,0.8655303337404334,x_2,mul,add,0.02016025216282711,mul,0.0077496641010765775,add,-2.6014356107720245,mul,0.8672183931065213,x_3,add,15.043837284069932,mul,5.789950220114695,add,-2.5982671179381884,mul,0.8655857416652579,x_1,add,77.0691742654456,mul,29.644398659356032,add,-2.5997887538251345,mul,0.8668488229585086,x_0",BFGS,105.9557862,(((2.0618618198977514e-10 add inv((2.598585987483127 add (-2.59858598883073 add (0.8655303337404334 mul x_2))))) mul ((0.02016025216282711 add (0.0077496641010765775 mul (-2.6014356107720245 add (0.8672183931065213 mul x_3)))) mul (15.043837284069932 add (5.789950220114695 mul (-2.5982671179381884 add (0.8655857416652579 mul x_1)))))) mul (77.0691742654456 add (29.644398659356032 mul (-2.5997887538251345 add (0.8668488229585086 mul x_0))))),1,1,1,1,1,40,1,1,1,1,1,40,4,83
