formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
???,strogatz_predprey2,0.001,(((-0.01401539570117703 add (-0.007356907958127845 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))) mul ((0.05930076287887275 add (-0.39383930618015983 mul inv((-0.002179760032955042 add (-0.001294993191791996 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))))) sub (80.00069923712098 add (8.997677061794548 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))))) sub (-1.9845082724771865 add (0.5662420406695264 mul ((0.03299238334287977 add (-1.9055441375108872 add (0.38730634142297116 mul x_1))))**2))),"sub,mul,add,-0.01401539570117703,mul,-0.007356907958127845,add,-1.9055441375108872,mul,0.38730634142297116,x_1,sub,add,0.05930076287887275,mul,-0.39383930618015983,inv,add,-0.002179760032955042,mul,-0.001294993191791996,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,80.00069923712098,mul,8.997677061794548,add,-1.9055441375108872,mul,0.38730634142297116,x_1,add,-1.9845082724771865,mul,0.5662420406695264,pow2,add,0.03299238334287977,add,-1.9055441375108872,mul,0.38730634142297116,x_1",BFGS,163.2131729,(((-0.01401539570117703 add (-0.007356907958127845 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))) mul ((0.05930076287887275 add (-0.39383930618015983 mul inv((-0.002179760032955042 add (-0.001294993191791996 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))))) sub (80.00069923712098 add (8.997677061794548 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))))) sub (-1.9845082724771865 add (0.5662420406695264 mul ((0.03299238334287977 add (-1.9055441375108872 add (0.38730634142297116 mul x_1))))**2))),0.999998785,1,0,0,1,47,0.99999998,1,1,1,1,47,2,109
???,strogatz_shearflow1,0.001,((((-32.763111114865005 add tan((0.9988558320383356 add (0.6388034879734774 add (0.7234553896652759 mul x_1))))) mul (0.02977799947455878 add (0.01915975552984965 mul (0.20622399091743185 add (0.3668683042877026 mul x_0))))) mul (29.783755133036323 add (-39.90023750208195 mul sin((1.576806412644938 add (2.68657853132672 mul abs((-0.09930157233176831 add (0.3066475055872063 mul (0.6388034879734774 add (0.7234553896652759 mul x_1))))))))))) sub (((0.5533181919911176 add (0.6388034879734774 add (0.7234553896652759 mul x_1))) mul ((9.663626237231714 add (13.237739454110734 mul (0.20622399091743185 add (0.3668683042877026 mul x_0)))) sub (-9.661626238110363 add (0.20622399091743185 add (0.3668683042877026 mul x_0))))) mul (0.7491687780729804 add (-0.5892532108270234 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))))),"sub,mul,mul,add,-32.763111114865005,tan,add,0.9988558320383356,add,0.6388034879734774,mul,0.7234553896652759,x_1,add,0.02977799947455878,mul,0.01915975552984965,add,0.20622399091743185,mul,0.3668683042877026,x_0,add,29.783755133036323,mul,-39.90023750208195,sin,add,1.576806412644938,mul,2.68657853132672,abs,add,-0.09930157233176831,mul,0.3066475055872063,add,0.6388034879734774,mul,0.7234553896652759,x_1,mul,mul,add,0.5533181919911176,add,0.6388034879734774,mul,0.7234553896652759,x_1,sub,add,9.663626237231714,mul,13.237739454110734,add,0.20622399091743185,mul,0.3668683042877026,x_0,add,-9.661626238110363,add,0.20622399091743185,mul,0.3668683042877026,x_0,add,0.7491687780729804,mul,-0.5892532108270234,add,0.6388034879734774,mul,0.7234553896652759,x_1",BFGS,225.4498398,((((-32.763111114865005 add tan((0.9988558320383356 add (0.6388034879734774 add (0.7234553896652759 mul x_1))))) mul (0.02977799947455878 add (0.01915975552984965 mul (0.20622399091743185 add (0.3668683042877026 mul x_0))))) mul (29.783755133036323 add (-39.90023750208195 mul sin((1.576806412644938 add (2.68657853132672 mul abs((-0.09930157233176831 add (0.3066475055872063 mul (0.6388034879734774 add (0.7234553896652759 mul x_1))))))))))) sub (((0.5533181919911176 add (0.6388034879734774 add (0.7234553896652759 mul x_1))) mul ((9.663626237231714 add (13.237739454110734 mul (0.20622399091743185 add (0.3668683042877026 mul x_0)))) sub (-9.661626238110363 add (0.20622399091743185 add (0.3668683042877026 mul x_0))))) mul (0.7491687780729804 add (-0.5892532108270234 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))))),0.970012842,0,0,0,0,76,0.968823835,0,0,0,0,76,2,163
???,strogatz_shearflow2,0.001,((-0.08239338990364452 add ((-0.3779282145207172 add inv((2.5362208054718764 add (0.10378323281103823 mul cos((-1.3383643068061801 add (-2.743802042565154 mul (0.6388034879734774 add (0.7234553896652759 mul x_1))))))))) mul (-12.619500358727835 add (56.350514954242975 mul (0.20622399091743185 add (0.3668683042877026 mul x_0)))))) mul ((-1.083645605165149 add (0.20622399091743185 add (0.3668683042877026 mul x_0))) sub (-2.2163543948536675 add (0.11841106006074105 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))))),"mul,add,-0.08239338990364452,mul,add,-0.3779282145207172,inv,add,2.5362208054718764,mul,0.10378323281103823,cos,add,-1.3383643068061801,mul,-2.743802042565154,add,0.6388034879734774,mul,0.7234553896652759,x_1,add,-12.619500358727835,mul,56.350514954242975,add,0.20622399091743185,mul,0.3668683042877026,x_0,sub,add,-1.083645605165149,add,0.20622399091743185,mul,0.3668683042877026,x_0,add,-2.2163543948536675,mul,0.11841106006074105,add,0.6388034879734774,mul,0.7234553896652759,x_1",BFGS,350.626178,((-0.08239338990364452 add ((-0.3779282145207172 add inv((2.5362208054718764 add (0.10378323281103823 mul cos((-1.3383643068061801 add (-2.743802042565154 mul (0.6388034879734774 add (0.7234553896652759 mul x_1))))))))) mul (-12.619500358727835 add (56.350514954242975 mul (0.20622399091743185 add (0.3668683042877026 mul x_0)))))) mul ((-1.083645605165149 add (0.20622399091743185 add (0.3668683042877026 mul x_0))) sub (-2.2163543948536675 add (0.11841106006074105 mul (0.6388034879734774 add (0.7234553896652759 mul x_1)))))),0.964505089,0,0,0,0,47,0.942478969,0,0,0,0,47,2,243
???,strogatz_vdp1,0.001,((6.143313481028677 add (-31.242834442678657 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))) add ((-36.760040559461196 add ((0.6116271730047983 add inv((-0.9262238277660723 add (-0.17406405816194687 mul ((-0.698729537764096 add (-0.3366924458256395 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))))**2)))) mul (32.305287498804574 add (-0.01992019555345405 mul (((-18.12889462100635 add ((14.228539461313897 add (-0.40448119698497476 add (3.7070215776755555 mul x_1))) mul (-0.28373204285873743 add (-0.00852067155528458 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1)))))) mul (3.549002480527123 add (1.0622486555414683 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0))))))**2)))) mul (1.5373619637093108 add (-0.04793505295516937 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1)))))),"add,add,6.143313481028677,mul,-31.242834442678657,add,-0.6094416635175517,mul,1.1182066171417189,x_0,mul,add,-36.760040559461196,mul,add,0.6116271730047983,inv,add,-0.9262238277660723,mul,-0.17406405816194687,pow2,add,-0.698729537764096,mul,-0.3366924458256395,add,-0.6094416635175517,mul,1.1182066171417189,x_0,add,32.305287498804574,mul,-0.01992019555345405,pow2,mul,add,-18.12889462100635,mul,add,14.228539461313897,add,-0.40448119698497476,mul,3.7070215776755555,x_1,add,-0.28373204285873743,mul,-0.00852067155528458,add,-0.40448119698497476,mul,3.7070215776755555,x_1,add,3.549002480527123,mul,1.0622486555414683,add,-0.6094416635175517,mul,1.1182066171417189,x_0,add,1.5373619637093108,mul,-0.04793505295516937,add,-0.40448119698497476,mul,3.7070215776755555,x_1",BFGS,395.7108812,((6.143313481028677 add (-31.242834442678657 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))) add ((-36.760040559461196 add ((0.6116271730047983 add inv((-0.9262238277660723 add (-0.17406405816194687 mul ((-0.698729537764096 add (-0.3366924458256395 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))))**2)))) mul (32.305287498804574 add (-0.01992019555345405 mul (((-18.12889462100635 add ((14.228539461313897 add (-0.40448119698497476 add (3.7070215776755555 mul x_1))) mul (-0.28373204285873743 add (-0.00852067155528458 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1)))))) mul (3.549002480527123 add (1.0622486555414683 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0))))))**2)))) mul (1.5373619637093108 add (-0.04793505295516937 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1)))))),0.999936417,0,0,0,1,74,0.99989852,0,0,0,1,74,2,246
???,strogatz_vdp2,0.001,((0.057262591020509145 add (0.09395999400382285 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))) mul (-0.9518112785984723 add (4.3510480320668894e-05 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1))))),"mul,add,0.057262591020509145,mul,0.09395999400382285,add,-0.6094416635175517,mul,1.1182066171417189,x_0,add,-0.9518112785984723,mul,4.3510480320668894e-05,add,-0.40448119698497476,mul,3.7070215776755555,x_1",BFGS,18.6538713,((0.057262591020509145 add (0.09395999400382285 mul (-0.6094416635175517 add (1.1182066171417189 mul x_0)))) mul (-0.9518112785984723 add (4.3510480320668894e-05 mul (-0.40448119698497476 add (3.7070215776755555 mul x_1))))),0.999998565,1,0,1,1,19,0.999999996,1,1,1,1,19,2,41
???,strogatz_bacres1,0.01,((33.20131796973466 add (-2.111514696510344 mul (-6.57270992203568 add (0.47561917438268325 mul x_0)))) add (((8.381355034323404 add (-2.9209836654597594 add (0.07553997603322433 mul x_1))) sub (-8.779354538637579 add (-2.099985550223832 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))) mul (-27.53051983971338 add (17.520338878237066 mul arctan((9.246738277219803 add (1.385099548344267 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))))))),"add,add,33.20131796973466,mul,-2.111514696510344,add,-6.57270992203568,mul,0.47561917438268325,x_0,mul,sub,add,8.381355034323404,add,-2.9209836654597594,mul,0.07553997603322433,x_1,add,-8.779354538637579,mul,-2.099985550223832,add,-6.57270992203568,mul,0.47561917438268325,x_0,add,-27.53051983971338,mul,17.520338878237066,arctan,add,9.246738277219803,mul,1.385099548344267,add,-6.57270992203568,mul,0.47561917438268325,x_0",BFGS,100.1856279,((33.20131796973466 add (-2.111514696510344 mul (-6.57270992203568 add (0.47561917438268325 mul x_0)))) add (((8.381355034323404 add (-2.9209836654597594 add (0.07553997603322433 mul x_1))) sub (-8.779354538637579 add (-2.099985550223832 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))) mul (-27.53051983971338 add (17.520338878237066 mul arctan((9.246738277219803 add (1.385099548344267 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))))))),0.999898051,0,0,0,1,42,0.999997443,1,0,1,1,42,2,91
???,strogatz_bacres2,0.01,((5.917595155223447 add ((0.9219561905784477 add (-0.09732321519208527 mul (-6.57270992203568 add (0.47561917438268325 mul x_0)))) mul (((-3.941855781510256 add (-6.57270992203568 add (0.47561917438268325 mul x_0))) sub (3.7918557813833735 add (4.674836450005942 mul (-2.9209836654597594 add (0.07553997603322433 mul x_1))))) mul (0.3933639398602664 add (-0.0415140100696334 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))))) sub (-1.5275951553125304 add (-0.3331592262686145 mul sin((-2.0770488778611327 add (-2.9209836654597594 add (0.07553997603322433 mul x_1))))))),"sub,add,5.917595155223447,mul,add,0.9219561905784477,mul,-0.09732321519208527,add,-6.57270992203568,mul,0.47561917438268325,x_0,mul,sub,add,-3.941855781510256,add,-6.57270992203568,mul,0.47561917438268325,x_0,add,3.7918557813833735,mul,4.674836450005942,add,-2.9209836654597594,mul,0.07553997603322433,x_1,add,0.3933639398602664,mul,-0.0415140100696334,add,-6.57270992203568,mul,0.47561917438268325,x_0,add,-1.5275951553125304,mul,-0.3331592262686145,sin,add,-2.0770488778611327,add,-2.9209836654597594,mul,0.07553997603322433,x_1",BFGS,159.4044363,((5.917595155223447 add ((0.9219561905784477 add (-0.09732321519208527 mul (-6.57270992203568 add (0.47561917438268325 mul x_0)))) mul (((-3.941855781510256 add (-6.57270992203568 add (0.47561917438268325 mul x_0))) sub (3.7918557813833735 add (4.674836450005942 mul (-2.9209836654597594 add (0.07553997603322433 mul x_1))))) mul (0.3933639398602664 add (-0.0415140100696334 mul (-6.57270992203568 add (0.47561917438268325 mul x_0))))))) sub (-1.5275951553125304 add (-0.3331592262686145 mul sin((-2.0770488778611327 add (-2.9209836654597594 add (0.07553997603322433 mul x_1))))))),0.999431453,0,0,0,1,52,0.996544114,1,0,1,1,52,2,111
???,strogatz_barmag1,0.01,((0.003127176317981815 add ((-0.022370476462447456 add abs((0.11522619653648163 add (-0.11727985450535895 mul arctan((0.4377098559189794 add (1.2887170519551507 mul (-13.862280500998375 add (2.4571995904831536 mul x_0))))))))) mul (0.11229484675394541 add (0.0033743866376320874 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))))) mul (5.26762046410086 add (-0.6028216040851837 mul inv((-0.04192492781176276 add ((0.00807507218849839 add (-1.8700642246380468e-05 mul (((15.451036274568297 add (-39.96584101376304 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))) sub (-15.482036274592007 add (-6.215780073534606 mul (-13.862280500998375 add (2.4571995904831536 mul x_0))))))**2)) sub (-0.02807507219038112 add (-0.002947822838200033 mul (-13.862280500998375 add (2.4571995904831536 mul x_0)))))))))),"mul,add,0.003127176317981815,mul,add,-0.022370476462447456,abs,add,0.11522619653648163,mul,-0.11727985450535895,arctan,add,0.4377098559189794,mul,1.2887170519551507,add,-13.862280500998375,mul,2.4571995904831536,x_0,add,0.11229484675394541,mul,0.0033743866376320874,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,5.26762046410086,mul,-0.6028216040851837,inv,add,-0.04192492781176276,sub,add,0.00807507218849839,mul,-1.8700642246380468e-05,pow2,sub,add,15.451036274568297,mul,-39.96584101376304,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,-15.482036274592007,mul,-6.215780073534606,add,-13.862280500998375,mul,2.4571995904831536,x_0,add,-0.02807507219038112,mul,-0.002947822838200033,add,-13.862280500998375,mul,2.4571995904831536,x_0",BFGS,240.8047135,((0.003127176317981815 add ((-0.022370476462447456 add abs((0.11522619653648163 add (-0.11727985450535895 mul arctan((0.4377098559189794 add (1.2887170519551507 mul (-13.862280500998375 add (2.4571995904831536 mul x_0))))))))) mul (0.11229484675394541 add (0.0033743866376320874 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))))) mul (5.26762046410086 add (-0.6028216040851837 mul inv((-0.04192492781176276 add ((0.00807507218849839 add (-1.8700642246380468e-05 mul (((15.451036274568297 add (-39.96584101376304 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))) sub (-15.482036274592007 add (-6.215780073534606 mul (-13.862280500998375 add (2.4571995904831536 mul x_0))))))**2)) sub (-0.02807507219038112 add (-0.002947822838200033 mul (-13.862280500998375 add (2.4571995904831536 mul x_0)))))))))),0.993843895,0,0,0,0,71,0.99387919,0,0,0,0,71,2,181
???,strogatz_barmag2,0.01,((((-3.9745573973733337 add (-13.862280500998375 add (2.4571995904831536 mul x_0))) mul ((-0.7790264588369298 add (0.7829402382138512 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))) sub (0.9760264586707327 add (0.8177221599319684 mul inv((((0.004864125094435249 add (-0.01040437903615754 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))) mul (0.4752707110126253 add (-1.9118953179516076 mul (-13.862280500998375 add (2.4571995904831536 mul x_0))))) sub (0.44206653372428567 add (0.951121640897865 mul ((-0.14405702926534084 add (-0.0025928336053835824 mul ((-3.471437129812862 add (-14.077243851156673 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))))**2)))**2)))))))) mul (0.5201263605855376 add (0.1296024924133954 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))) add (-0.7957705120273315 add (0.17824594469044647 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))),"add,mul,mul,add,-3.9745573973733337,add,-13.862280500998375,mul,2.4571995904831536,x_0,sub,add,-0.7790264588369298,mul,0.7829402382138512,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,0.9760264586707327,mul,0.8177221599319684,inv,sub,mul,add,0.004864125094435249,mul,-0.01040437903615754,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,0.4752707110126253,mul,-1.9118953179516076,add,-13.862280500998375,mul,2.4571995904831536,x_0,add,0.44206653372428567,mul,0.951121640897865,pow2,add,-0.14405702926534084,mul,-0.0025928336053835824,pow2,add,-3.471437129812862,mul,-14.077243851156673,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,0.5201263605855376,mul,0.1296024924133954,add,-0.7814648671307372,mul,0.39259884293192854,x_1,add,-0.7957705120273315,mul,0.17824594469044647,add,-0.7814648671307372,mul,0.39259884293192854,x_1",BFGS,340.3007939,((((-3.9745573973733337 add (-13.862280500998375 add (2.4571995904831536 mul x_0))) mul ((-0.7790264588369298 add (0.7829402382138512 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))) sub (0.9760264586707327 add (0.8177221599319684 mul inv((((0.004864125094435249 add (-0.01040437903615754 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))) mul (0.4752707110126253 add (-1.9118953179516076 mul (-13.862280500998375 add (2.4571995904831536 mul x_0))))) sub (0.44206653372428567 add (0.951121640897865 mul ((-0.14405702926534084 add (-0.0025928336053835824 mul ((-3.471437129812862 add (-14.077243851156673 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1)))))**2)))**2)))))))) mul (0.5201263605855376 add (0.1296024924133954 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))) add (-0.7957705120273315 add (0.17824594469044647 mul (-0.7814648671307372 add (0.39259884293192854 mul x_1))))),0.999873965,0,0,0,0,82,0.999741386,0,0,0,0,82,2,203
???,strogatz_glider1,0.01,(((0.04661333902447425 add cos((-0.2731605951501345 add (7.175515513206081 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1)))))) sub (0.050386660975525834 add (-0.031019221378913536 mul ((2.874347019003899 add (1.387469013882926 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))))**2))) mul (-0.9991254680400464 add (-0.0007191361500741342 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0))))),"mul,sub,add,0.04661333902447425,cos,add,-0.2731605951501345,mul,7.175515513206081,add,-1.9318255908811444,mul,0.1393370535564696,x_1,add,0.050386660975525834,mul,-0.031019221378913536,pow2,add,2.874347019003899,mul,1.387469013882926,add,-2.0499339095728217,mul,0.9120493798087249,x_0,add,-0.9991254680400464,mul,-0.0007191361500741342,add,-2.0499339095728217,mul,0.9120493798087249,x_0",BFGS,64.39480901,(((0.04661333902447425 add cos((-0.2731605951501345 add (7.175515513206081 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1)))))) sub (0.050386660975525834 add (-0.031019221378913536 mul ((2.874347019003899 add (1.387469013882926 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))))**2))) mul (-0.9991254680400464 add (-0.0007191361500741342 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0))))),0.999897139,0,0,0,1,37,0.999996119,1,0,1,1,37,2,89
???,strogatz_glider2,0.01,((((-109.64814145555717 add (20.90369657971915 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))) mul (7.742342505326596 add (-2.0499339095728217 add (0.9120493798087249 mul x_0)))) sub (-921.8276871124918 add (16.195773915886175 mul sin((0.29183604609060104 add (-7.210700493564104 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1)))))))) mul (50.999406510913495 add (-12522.73172645788 mul inv((245.68773858550333 add (-0.02768448022690392 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))))))),"mul,sub,mul,add,-109.64814145555717,mul,20.90369657971915,add,-2.0499339095728217,mul,0.9120493798087249,x_0,add,7.742342505326596,add,-2.0499339095728217,mul,0.9120493798087249,x_0,add,-921.8276871124918,mul,16.195773915886175,sin,add,0.29183604609060104,mul,-7.210700493564104,add,-1.9318255908811444,mul,0.1393370535564696,x_1,add,50.999406510913495,mul,-12522.73172645788,inv,add,245.68773858550333,mul,-0.02768448022690392,add,-2.0499339095728217,mul,0.9120493798087249,x_0",BFGS,115.2003484,((((-109.64814145555717 add (20.90369657971915 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))) mul (7.742342505326596 add (-2.0499339095728217 add (0.9120493798087249 mul x_0)))) sub (-921.8276871124918 add (16.195773915886175 mul sin((0.29183604609060104 add (-7.210700493564104 mul (-1.9318255908811444 add (0.1393370535564696 mul x_1)))))))) mul (50.999406510913495 add (-12522.73172645788 mul inv((245.68773858550333 add (-0.02768448022690392 mul (-2.0499339095728217 add (0.9120493798087249 mul x_0)))))))),0.902087713,0,0,0,0,47,0.921516391,0,0,0,0,47,2,109
???,strogatz_lv1,0.01,((-0.11814138675215005 add (-0.170221471111915 mul (-0.6384378417199078 add (0.8192860303268586 mul x_0)))) sub (((0.2905309149539614 add (-0.6384378417199078 add (0.8192860303268586 mul x_0))) sub (-0.1905309149539613 add (-1.287607500774164 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))) mul (0.9363950704733565 add (1.4925227622266415 mul (-0.6384378417199078 add (0.8192860303268586 mul x_0)))))),"sub,add,-0.11814138675215005,mul,-0.170221471111915,add,-0.6384378417199078,mul,0.8192860303268586,x_0,mul,sub,add,0.2905309149539614,add,-0.6384378417199078,mul,0.8192860303268586,x_0,add,-0.1905309149539613,mul,-1.287607500774164,add,-1.8787597109913827,mul,1.2747367038684159,x_1,add,0.9363950704733565,mul,1.4925227622266415,add,-0.6384378417199078,mul,0.8192860303268586,x_0",BFGS,54.1987741,((-0.11814138675215005 add (-0.170221471111915 mul (-0.6384378417199078 add (0.8192860303268586 mul x_0)))) sub (((0.2905309149539614 add (-0.6384378417199078 add (0.8192860303268586 mul x_0))) sub (-0.1905309149539613 add (-1.287607500774164 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))) mul (0.9363950704733565 add (1.4925227622266415 mul (-0.6384378417199078 add (0.8192860303268586 mul x_0)))))),0.999900764,0,0,0,0,37,0.999989806,0,0,0,0,37,2,73
???,strogatz_lv2,0.01,((-0.02045381653313366 add (0.03109350905429962 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1)))) sub (-0.0795461834668664 add ((-0.29143245417941566 add (1.0601647844210027 mul abs(((0.26236658131914886 add (1.4605539694557808 mul (-0.6384378417199078 add (0.8192860303268586 mul x_0)))) add (0.36236658131914895 add (0.938940485495333 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1)))))))) mul (1.1621942535480547 add (0.6177795720575939 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))))),"sub,add,-0.02045381653313366,mul,0.03109350905429962,add,-1.8787597109913827,mul,1.2747367038684159,x_1,add,-0.0795461834668664,mul,add,-0.29143245417941566,mul,1.0601647844210027,abs,add,add,0.26236658131914886,mul,1.4605539694557808,add,-0.6384378417199078,mul,0.8192860303268586,x_0,add,0.36236658131914895,mul,0.938940485495333,add,-1.8787597109913827,mul,1.2747367038684159,x_1,add,1.1621942535480547,mul,0.6177795720575939,add,-1.8787597109913827,mul,1.2747367038684159,x_1",BFGS,67.14599967,((-0.02045381653313366 add (0.03109350905429962 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1)))) sub (-0.0795461834668664 add ((-0.29143245417941566 add (1.0601647844210027 mul abs(((0.26236658131914886 add (1.4605539694557808 mul (-0.6384378417199078 add (0.8192860303268586 mul x_0)))) add (0.36236658131914895 add (0.938940485495333 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1)))))))) mul (1.1621942535480547 add (0.6177795720575939 mul (-1.8787597109913827 add (1.2747367038684159 mul x_1))))))),0.999896707,0,0,0,0,46,0.999993977,0,0,0,0,46,2,107
???,strogatz_predprey1,0.01,(((-1.0644800860255614 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1))) sub (2.328484922002355 add (85.90867346272417 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))) add ((((((-39.62878708906108 add (-0.8168214252377938 add (0.8665825418917138 mul x_0))) sub (39.508787051166046 add (-0.17982082697390842 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1))))) mul (-12.170949474131616 add (0.3311665014638276 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))) sub (70.63446081280982 add (-67.71892754214666 mul inv((4.692335966490221 add (2.1382360128838864 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))))))) mul (-0.0012178783980689514 add (-4.6350763801228796e-05 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))) mul (-2.5591281188401696 add (-78.17639757299035 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))))),"add,sub,mul,-1.0644800860255614,add,-1.9055441375108872,mul,0.38730634142297116,x_1,add,2.328484922002355,mul,85.90867346272417,add,-0.8168214252377938,mul,0.8665825418917138,x_0,mul,mul,sub,mul,sub,add,-39.62878708906108,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,39.508787051166046,mul,-0.17982082697390842,add,-1.9055441375108872,mul,0.38730634142297116,x_1,add,-12.170949474131616,mul,0.3311665014638276,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,70.63446081280982,mul,-67.71892754214666,inv,add,4.692335966490221,mul,2.1382360128838864,add,-1.9055441375108872,mul,0.38730634142297116,x_1,add,-0.0012178783980689514,mul,-4.6350763801228796e-05,add,-0.8168214252377938,mul,0.8665825418917138,x_0,add,-2.5591281188401696,mul,-78.17639757299035,add,-0.8168214252377938,mul,0.8665825418917138,x_0",BFGS,295.0070882,(((-1.0644800860255614 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1))) sub (2.328484922002355 add (85.90867346272417 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))) add ((((((-39.62878708906108 add (-0.8168214252377938 add (0.8665825418917138 mul x_0))) sub (39.508787051166046 add (-0.17982082697390842 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1))))) mul (-12.170949474131616 add (0.3311665014638276 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))) sub (70.63446081280982 add (-67.71892754214666 mul inv((4.692335966490221 add (2.1382360128838864 mul (-1.9055441375108872 add (0.38730634142297116 mul x_1)))))))) mul (-0.0012178783980689514 add (-4.6350763801228796e-05 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0))))) mul (-2.5591281188401696 add (-78.17639757299035 mul (-0.8168214252377938 add (0.8665825418917138 mul x_0)))))),0.994543501,0,0,0,0,80,0.996472965,0,0,0,0,80,2,198
