formula,problem,target_noise,predicted_tree,predicted_tree_prefix,refinement_type,time,relabed_predicted_tree,r2_fit,accuracy_l1_biggio_fit,accuracy_l1_1e-3_fit,accuracy_l1_1e-2_fit,accuracy_l1_1e-1_fit,_complexity_fit,r2_predict,accuracy_l1_biggio_predict,accuracy_l1_1e-3_predict,accuracy_l1_1e-2_predict,accuracy_l1_1e-1_predict,_complexity_predict,input_dimension,num_evals
mu*Nn,feynman_I_12_1,0.01,((0.011500049173913786 add (0.006537899937313279 mul sin((-99.59340565984358 mul (-2.593511331184566 add (0.8654960171513503 mul x_1)))))) add ((0.0969613957409806 add (0.0374128097295019 mul (-2.5977372189810226 add (0.8667251584680339 mul x_0)))) mul (92.49646116534137 add (35.70316603537014 mul (-2.593511331184566 add (0.8654960171513503 mul x_1)))))),"add,add,0.011500049173913786,mul,0.006537899937313279,sin,mul,-99.59340565984358,add,-2.593511331184566,mul,0.8654960171513503,x_1,mul,add,0.0969613957409806,mul,0.0374128097295019,add,-2.5977372189810226,mul,0.8667251584680339,x_0,add,92.49646116534137,mul,35.70316603537014,add,-2.593511331184566,mul,0.8654960171513503,x_1",BFGS,71.78719687,((0.011500049173913786 add (0.006537899937313279 mul sin((-99.59340565984358 mul (-2.593511331184566 add (0.8654960171513503 mul x_1)))))) add ((0.0969613957409806 add (0.0374128097295019 mul (-2.5977372189810226 add (0.8667251584680339 mul x_0)))) mul (92.49646116534137 add (35.70316603537014 mul (-2.593511331184566 add (0.8654960171513503 mul x_1)))))),0.999584551,1,0,0,1,32,0.999998371,1,0,1,1,32,2,71
q*(Ef+B*v*sin(theta)),feynman_I_12_11,0.01,((-1.914870849562698 add (-0.7370338170567049 mul (-2.6008879654431136 add (0.866080247023859 mul x_0)))) mul ((-4.711722690648002 add (-1.8130937328384575 mul (-2.5933672885720425 add (0.8638368065062407 mul x_1)))) add ((0.21922198357486825 add (0.08448193888860168 mul (-2.5961013764004575 add (0.8658924688316385 mul x_2)))) mul ((0.909533636510656 add (0.34985139203780913 mul (-2.597974043881181 add (0.8652071462614256 mul x_3)))) mul (0.024370733003051426 add (70.80743562636115 mul sin((-0.14229528373790573 add (1.1568727321427277 mul (-2.593687746430944 add (0.8646719061167382 mul x_4))))))))))),"mul,add,-1.914870849562698,mul,-0.7370338170567049,add,-2.6008879654431136,mul,0.866080247023859,x_0,add,add,-4.711722690648002,mul,-1.8130937328384575,add,-2.5933672885720425,mul,0.8638368065062407,x_1,mul,add,0.21922198357486825,mul,0.08448193888860168,add,-2.5961013764004575,mul,0.8658924688316385,x_2,mul,add,0.909533636510656,mul,0.34985139203780913,add,-2.597974043881181,mul,0.8652071462614256,x_3,add,0.024370733003051426,mul,70.80743562636115,sin,add,-0.14229528373790573,mul,1.1568727321427277,add,-2.593687746430944,mul,0.8646719061167382,x_4",BFGS,155.8896761,((-1.914870849562698 add (-0.7370338170567049 mul (-2.6008879654431136 add (0.866080247023859 mul x_0)))) mul ((-4.711722690648002 add (-1.8130937328384575 mul (-2.5933672885720425 add (0.8638368065062407 mul x_1)))) add ((0.21922198357486825 add (0.08448193888860168 mul (-2.5961013764004575 add (0.8658924688316385 mul x_2)))) mul ((0.909533636510656 add (0.34985139203780913 mul (-2.597974043881181 add (0.8652071462614256 mul x_3)))) mul (0.024370733003051426 add (70.80743562636115 mul sin((-0.14229528373790573 add (1.1568727321427277 mul (-2.593687746430944 add (0.8646719061167382 mul x_4))))))))))),0.999882641,0,0,0,0,54,0.999999622,1,0,1,1,54,5,119
q1*q2*r/(4*pi*epsilon*r**3),feynman_I_12_2,0.01,((0.0014871893301122367 add (4.1203805138965534e-05 mul abs((((2.5976524516284942 add (-2.5983031375912153 add (0.8665667810980102 mul x_1))) mul (0.1977261566150235 add (0.07604458769285254 mul (-2.6002670658288123 add (0.8655135788411739 mul x_0))))) mul (0.02014913138119818 add (-8.999914757201461 mul inv((((2.596228693726872 add (-2.5963432310253998 add (0.86393003325349 mul x_3))) mul (0.027431584718264127 add (0.010559010649068798 mul (-2.5935644645339084 add (0.8650856182932033 mul x_2))))) mul (0.10090590878473048 add (0.0388533134640153 mul (-2.5963432310253998 add (0.86393003325349 mul x_3)))))))))))) add (-0.001512810669887971 add (2.4500178620099396e-06 mul cos((0.902298977072775 add (-2.6002670658288123 add (0.8655135788411739 mul x_0))))))),"add,add,0.0014871893301122367,mul,4.1203805138965534e-05,abs,mul,mul,add,2.5976524516284942,add,-2.5983031375912153,mul,0.8665667810980102,x_1,add,0.1977261566150235,mul,0.07604458769285254,add,-2.6002670658288123,mul,0.8655135788411739,x_0,add,0.02014913138119818,mul,-8.999914757201461,inv,mul,mul,add,2.596228693726872,add,-2.5963432310253998,mul,0.86393003325349,x_3,add,0.027431584718264127,mul,0.010559010649068798,add,-2.5935644645339084,mul,0.8650856182932033,x_2,add,0.10090590878473048,mul,0.0388533134640153,add,-2.5963432310253998,mul,0.86393003325349,x_3,add,-0.001512810669887971,mul,2.4500178620099396e-06,cos,add,0.902298977072775,add,-2.6002670658288123,mul,0.8655135788411739,x_0",BFGS,292.836504,((0.0014871893301122367 add (4.1203805138965534e-05 mul abs((((2.5976524516284942 add (-2.5983031375912153 add (0.8665667810980102 mul x_1))) mul (0.1977261566150235 add (0.07604458769285254 mul (-2.6002670658288123 add (0.8655135788411739 mul x_0))))) mul (0.02014913138119818 add (-8.999914757201461 mul inv((((2.596228693726872 add (-2.5963432310253998 add (0.86393003325349 mul x_3))) mul (0.027431584718264127 add (0.010559010649068798 mul (-2.5935644645339084 add (0.8650856182932033 mul x_2))))) mul (0.10090590878473048 add (0.0388533134640153 mul (-2.5963432310253998 add (0.86393003325349 mul x_3)))))))))))) add (-0.001512810669887971 add (2.4500178620099396e-06 mul cos((0.902298977072775 add (-2.6002670658288123 add (0.8655135788411739 mul x_0))))))),0.999858036,0,0,0,0,68,0.999997846,1,0,1,1,68,4,151
q1*r/(4*pi*epsilon*r**3),feynman_I_12_4,0.01,((-0.0002362165252047793 add (2.5210798066389086e-06 mul cos((0.9001150308708217 add (98.999840659667 mul (-2.5970653521577542 add (0.8668169330925236 mul x_2))))))) sub (((2.700151387453761 add (-2.601588180342572 add (0.8677309189162207 mul x_0))) sub ((-0.014530636258384631 add (0.013591235304754224 mul (-2.5970653521577542 add (0.8668169330925236 mul x_2)))) mul (0.006586837308939244 add (-2.601588180342572 add (0.8677309189162207 mul x_0))))) mul (-0.00013733846739540185 add (-0.013230465221561063 mul inv(((0.00747888429813999 add (0.1221919521292451 mul ((2.5402335689486897 add (-2.5970653521577542 add (0.8668169330925236 mul x_2))))**2)) mul (4.280214767790879 add (0.8802147677906859 add (1.9932063256933579 mul (-2.596018256368358 add (0.865272024526784 mul x_1))))))))))),"sub,add,-0.0002362165252047793,mul,2.5210798066389086e-06,cos,add,0.9001150308708217,mul,98.999840659667,add,-2.5970653521577542,mul,0.8668169330925236,x_2,mul,sub,add,2.700151387453761,add,-2.601588180342572,mul,0.8677309189162207,x_0,mul,add,-0.014530636258384631,mul,0.013591235304754224,add,-2.5970653521577542,mul,0.8668169330925236,x_2,add,0.006586837308939244,add,-2.601588180342572,mul,0.8677309189162207,x_0,add,-0.00013733846739540185,mul,-0.013230465221561063,inv,mul,add,0.00747888429813999,mul,0.1221919521292451,pow2,add,2.5402335689486897,add,-2.5970653521577542,mul,0.8668169330925236,x_2,add,4.280214767790879,add,0.8802147677906859,mul,1.9932063256933579,add,-2.596018256368358,mul,0.865272024526784,x_1",BFGS,205.4891102,((-0.0002362165252047793 add (2.5210798066389086e-06 mul cos((0.9001150308708217 add (98.999840659667 mul (-2.5970653521577542 add (0.8668169330925236 mul x_2))))))) sub (((2.700151387453761 add (-2.601588180342572 add (0.8677309189162207 mul x_0))) sub ((-0.014530636258384631 add (0.013591235304754224 mul (-2.5970653521577542 add (0.8668169330925236 mul x_2)))) mul (0.006586837308939244 add (-2.601588180342572 add (0.8677309189162207 mul x_0))))) mul (-0.00013733846739540185 add (-0.013230465221561063 mul inv(((0.00747888429813999 add (0.1221919521292451 mul ((2.5402335689486897 add (-2.5970653521577542 add (0.8668169330925236 mul x_2))))**2)) mul (4.280214767790879 add (0.8802147677906859 add (1.9932063256933579 mul (-2.596018256368358 add (0.865272024526784 mul x_1))))))))))),0.999832885,1,0,0,0,70,0.999984886,1,0,0,1,70,3,159
q2*Ef,feynman_I_12_5,0.01,(((446.3398156210725 add sin((96.21846706806274 mul (-2.6005429321168108 add (0.8664249448105723 mul x_1))))) add (576.3398160310318 add (393.3503892022486 mul (-2.6005429321168108 add (0.8664249448105723 mul x_1))))) mul (0.008821933955493924 add (0.0033933108047581617 mul (-2.6068624799354514 add (0.8672038395411382 mul x_0))))),"mul,add,add,446.3398156210725,sin,mul,96.21846706806274,add,-2.6005429321168108,mul,0.8664249448105723,x_1,add,576.3398160310318,mul,393.3503892022486,add,-2.6005429321168108,mul,0.8664249448105723,x_1,add,0.008821933955493924,mul,0.0033933108047581617,add,-2.6068624799354514,mul,0.8672038395411382,x_0",BFGS,79.52828217,(((446.3398156210725 add sin((96.21846706806274 mul (-2.6005429321168108 add (0.8664249448105723 mul x_1))))) add (576.3398160310318 add (393.3503892022486 mul (-2.6005429321168108 add (0.8664249448105723 mul x_1))))) mul (0.008821933955493924 add (0.0033933108047581617 mul (-2.6068624799354514 add (0.8672038395411382 mul x_0))))),0.99958175,1,0,0,1,30,0.999994369,1,0,1,1,30,2,63
G*m1*m2*(1/r2-1/r1),feynman_I_13_12,0.01,((((2.604932299645805 add (-2.600964768964819 add (0.868820264282554 mul x_4))) mul ((0.0176718315915378 add (0.006818680098227174 mul (-2.593683527077115 add (0.8644504237625787 mul x_1)))) mul ((-0.03307343260138138 add (-9.07093662188764 mul (-2.593710295533947 add (0.8635246278100794 mul x_2)))) add (0.04692656739861751 add (9.031602107275209 mul (-2.6053280664924174 add (0.8665512555250328 mul x_3))))))) mul ((0.15408397744433824 add (0.05941667244478611 mul (-2.5929826286572517 add (0.8658634683574509 mul x_0)))) mul (-0.02625632925624002 add (-0.4150940973806371 mul inv(((0.018647897255190324 add (0.007198271628946288 mul (-2.593710295533947 add (0.8635246278100794 mul x_2)))) mul (0.41522033171435996 add (0.15941239899419551 mul (-2.6053280664924174 add (0.8665512555250328 mul x_3)))))))))) sub (0.0021399654540201754 add (0.007287243206135611 mul (-2.593710295533947 add (0.8635246278100794 mul x_2))))),"sub,mul,mul,add,2.604932299645805,add,-2.600964768964819,mul,0.868820264282554,x_4,mul,add,0.0176718315915378,mul,0.006818680098227174,add,-2.593683527077115,mul,0.8644504237625787,x_1,add,add,-0.03307343260138138,mul,-9.07093662188764,add,-2.593710295533947,mul,0.8635246278100794,x_2,add,0.04692656739861751,mul,9.031602107275209,add,-2.6053280664924174,mul,0.8665512555250328,x_3,mul,add,0.15408397744433824,mul,0.05941667244478611,add,-2.5929826286572517,mul,0.8658634683574509,x_0,add,-0.02625632925624002,mul,-0.4150940973806371,inv,mul,add,0.018647897255190324,mul,0.007198271628946288,add,-2.593710295533947,mul,0.8635246278100794,x_2,add,0.41522033171435996,mul,0.15941239899419551,add,-2.6053280664924174,mul,0.8665512555250328,x_3,add,0.0021399654540201754,mul,0.007287243206135611,add,-2.593710295533947,mul,0.8635246278100794,x_2",BFGS,271.7645741,((((2.604932299645805 add (-2.600964768964819 add (0.868820264282554 mul x_4))) mul ((0.0176718315915378 add (0.006818680098227174 mul (-2.593683527077115 add (0.8644504237625787 mul x_1)))) mul ((-0.03307343260138138 add (-9.07093662188764 mul (-2.593710295533947 add (0.8635246278100794 mul x_2)))) add (0.04692656739861751 add (9.031602107275209 mul (-2.6053280664924174 add (0.8665512555250328 mul x_3))))))) mul ((0.15408397744433824 add (0.05941667244478611 mul (-2.5929826286572517 add (0.8658634683574509 mul x_0)))) mul (-0.02625632925624002 add (-0.4150940973806371 mul inv(((0.018647897255190324 add (0.007198271628946288 mul (-2.593710295533947 add (0.8635246278100794 mul x_2)))) mul (0.41522033171435996 add (0.15941239899419551 mul (-2.6053280664924174 add (0.8665512555250328 mul x_3)))))))))) sub (0.0021399654540201754 add (0.007287243206135611 mul (-2.593710295533947 add (0.8635246278100794 mul x_2))))),0.999899669,0,0,0,0,82,0.99999895,1,0,0,1,82,5,171
1/2*m*(v**2+u**2+w**2),feynman_I_13_4,0.01,(((2.59514549468735 add (-2.5941067904914585 add (0.865725901394192 mul x_0))) add (0.09514549467198989 add ((-0.09410980146711131 add (((1.3892528220135143 add (0.8689273406480468 mul (-2.5927650379330647 add (0.8651594368675466 mul x_3)))) mul (1.9149130529749616 add (-0.009542674568045017 mul abs((25.194240395174553 add (38.97676315459693 mul (-2.595542441876639 add (0.8665147603685451 mul x_1)))))))) sub (0.09310980199243883 add (0.08006938424300027 mul (-2.5955813897810573 add (0.8654145804640043 mul x_2)))))) mul (-0.10873448562796983 add (0.07765178913559034 mul (-2.5927650379330647 add (0.8651594368675466 mul x_3))))))) mul (((-2.5743075174424765 add (-6.967767942218566 mul inv((-0.307572188622324 add (0.050313434688970135 mul (-2.595542441876639 add (0.8665147603685451 mul x_1))))))) sub (3.5733075174219757 add (-3.8813595592074894 mul (-2.5927650379330647 add (0.8651594368675466 mul x_3))))) sub ((0.04496071177636464 add (0.008737079809318253 mul (-2.5955813897810573 add (0.8654145804640043 mul x_2)))) mul (0.29634590868711114 add (-88.72295741792193 mul (-2.5955813897810573 add (0.8654145804640043 mul x_2))))))),"mul,add,add,2.59514549468735,add,-2.5941067904914585,mul,0.865725901394192,x_0,add,0.09514549467198989,mul,add,-0.09410980146711131,sub,mul,add,1.3892528220135143,mul,0.8689273406480468,add,-2.5927650379330647,mul,0.8651594368675466,x_3,add,1.9149130529749616,mul,-0.009542674568045017,abs,add,25.194240395174553,mul,38.97676315459693,add,-2.595542441876639,mul,0.8665147603685451,x_1,add,0.09310980199243883,mul,0.08006938424300027,add,-2.5955813897810573,mul,0.8654145804640043,x_2,add,-0.10873448562796983,mul,0.07765178913559034,add,-2.5927650379330647,mul,0.8651594368675466,x_3,sub,sub,add,-2.5743075174424765,mul,-6.967767942218566,inv,add,-0.307572188622324,mul,0.050313434688970135,add,-2.595542441876639,mul,0.8665147603685451,x_1,add,3.5733075174219757,mul,-3.8813595592074894,add,-2.5927650379330647,mul,0.8651594368675466,x_3,mul,add,0.04496071177636464,mul,0.008737079809318253,add,-2.5955813897810573,mul,0.8654145804640043,x_2,add,0.29634590868711114,mul,-88.72295741792193,add,-2.5955813897810573,mul,0.8654145804640043,x_2",BFGS,471.2901957,(((2.59514549468735 add (-2.5941067904914585 add (0.865725901394192 mul x_0))) add (0.09514549467198989 add ((-0.09410980146711131 add (((1.3892528220135143 add (0.8689273406480468 mul (-2.5927650379330647 add (0.8651594368675466 mul x_3)))) mul (1.9149130529749616 add (-0.009542674568045017 mul abs((25.194240395174553 add (38.97676315459693 mul (-2.595542441876639 add (0.8665147603685451 mul x_1)))))))) sub (0.09310980199243883 add (0.08006938424300027 mul (-2.5955813897810573 add (0.8654145804640043 mul x_2)))))) mul (-0.10873448562796983 add (0.07765178913559034 mul (-2.5927650379330647 add (0.8651594368675466 mul x_3))))))) mul (((-2.5743075174424765 add (-6.967767942218566 mul inv((-0.307572188622324 add (0.050313434688970135 mul (-2.595542441876639 add (0.8665147603685451 mul x_1))))))) sub (3.5733075174219757 add (-3.8813595592074894 mul (-2.5927650379330647 add (0.8651594368675466 mul x_3))))) sub ((0.04496071177636464 add (0.008737079809318253 mul (-2.5955813897810573 add (0.8654145804640043 mul x_2)))) mul (0.29634590868711114 add (-88.72295741792193 mul (-2.5955813897810573 add (0.8654145804640043 mul x_2))))))),0.998325627,0,0,0,1,101,0.99875078,0,0,0,1,101,4,225
m*g*z,feynman_I_14_3,0.01,((((2.5941475880984544 add (-2.596588838766574 add (0.8665574730262939 mul x_0))) sub (-0.004147588099182751 add (-7.88175225973174e-05 mul inv((-4.983224810909916 add (-3.987949989651648 mul (-2.600231272513295 add (0.8677314486938487 mul x_2)))))))) mul (0.20219862510043465 add (0.0776870643513441 mul (-2.600231272513295 add (0.8677314486938487 mul x_2))))) mul (51.3495350505098 add (19.717567126136522 mul (-2.6067128230697927 add (0.8675115004757922 mul x_1))))),"mul,mul,sub,add,2.5941475880984544,add,-2.596588838766574,mul,0.8665574730262939,x_0,add,-0.004147588099182751,mul,-7.88175225973174e-05,inv,add,-4.983224810909916,mul,-3.987949989651648,add,-2.600231272513295,mul,0.8677314486938487,x_2,add,0.20219862510043465,mul,0.0776870643513441,add,-2.600231272513295,mul,0.8677314486938487,x_2,add,51.3495350505098,mul,19.717567126136522,add,-2.6067128230697927,mul,0.8675115004757922,x_1",BFGS,90.66660953,((((2.5941475880984544 add (-2.596588838766574 add (0.8665574730262939 mul x_0))) sub (-0.004147588099182751 add (-7.88175225973174e-05 mul inv((-4.983224810909916 add (-3.987949989651648 mul (-2.600231272513295 add (0.8677314486938487 mul x_2)))))))) mul (0.20219862510043465 add (0.0776870643513441 mul (-2.600231272513295 add (0.8677314486938487 mul x_2))))) mul (51.3495350505098 add (19.717567126136522 mul (-2.6067128230697927 add (0.8675115004757922 mul x_1))))),0.999679023,0,0,0,1,42,0.999995604,1,0,1,1,42,3,91
1/2*k_spring*x**2,feynman_I_14_4,0.01,((0.07442047701024854 add (0.026454572514848913 mul cos((2.119256430207956 add (91.87841199550205 mul (-2.5953425368265135 add (0.8661595415962211 mul x_1))))))) sub (((2.5835614606072785 add (-2.595258712782528 add (0.8662597964391219 mul x_0))) mul (0.06325011662733504 add (0.02315481967599467 mul (-2.5953425368265135 add (0.8661595415962211 mul x_1))))) mul (-81.94059564184481 add (-33.333504475962684 mul (-2.5953425368265135 add (0.8661595415962211 mul x_1)))))),"sub,add,0.07442047701024854,mul,0.026454572514848913,cos,add,2.119256430207956,mul,91.87841199550205,add,-2.5953425368265135,mul,0.8661595415962211,x_1,mul,mul,add,2.5835614606072785,add,-2.595258712782528,mul,0.8662597964391219,x_0,add,0.06325011662733504,mul,0.02315481967599467,add,-2.5953425368265135,mul,0.8661595415962211,x_1,add,-81.94059564184481,mul,-33.333504475962684,add,-2.5953425368265135,mul,0.8661595415962211,x_1",BFGS,90.46281123,((0.07442047701024854 add (0.026454572514848913 mul cos((2.119256430207956 add (91.87841199550205 mul (-2.5953425368265135 add (0.8661595415962211 mul x_1))))))) sub (((2.5835614606072785 add (-2.595258712782528 add (0.8662597964391219 mul x_0))) mul (0.06325011662733504 add (0.02315481967599467 mul (-2.5953425368265135 add (0.8661595415962211 mul x_1))))) mul (-81.94059564184481 add (-33.333504475962684 mul (-2.5953425368265135 add (0.8661595415962211 mul x_1)))))),0.999748909,0,0,0,0,42,0.99999439,1,0,0,1,42,2,91
???,feynman_I_15_10,0.01,(((((-5.193914116260202 add (3.4616167960171285 mul x_1)) add (1.824760330202578 add (0.0012289754682788185 mul sin((0.23948801920529042 add (-98.75042036176755 mul (-3.220461507265339 add (0.49494306337258887 mul x_2)))))))) mul (0.020049828326092353 add (0.007638317236860118 mul (-2.603597167862407 add (0.8683119811307664 mul x_0))))) mul (44.99096266409649 add (1.3945623848887756 mul exp((0.30682276907441225 add (-1.323905910395712 mul (-3.220461507265339 add (0.49494306337258887 mul x_2)))))))) add (2.914154048416766 add (1.1252387593458866 mul (-2.603597167862407 add (0.8683119811307664 mul x_0))))),"add,mul,mul,add,add,-5.193914116260202,mul,3.4616167960171285,x_1,add,1.824760330202578,mul,0.0012289754682788185,sin,add,0.23948801920529042,mul,-98.75042036176755,add,-3.220461507265339,mul,0.49494306337258887,x_2,add,0.020049828326092353,mul,0.007638317236860118,add,-2.603597167862407,mul,0.8683119811307664,x_0,add,44.99096266409649,mul,1.3945623848887756,exp,add,0.30682276907441225,mul,-1.323905910395712,add,-3.220461507265339,mul,0.49494306337258887,x_2,add,2.914154048416766,mul,1.1252387593458866,add,-2.603597167862407,mul,0.8683119811307664,x_0",BFGS,145.9752202,(((((-5.193914116260202 add (3.4616167960171285 mul x_1)) add (1.824760330202578 add (0.0012289754682788185 mul sin((0.23948801920529042 add (-98.75042036176755 mul (-3.220461507265339 add (0.49494306337258887 mul x_2)))))))) mul (0.020049828326092353 add (0.007638317236860118 mul (-2.603597167862407 add (0.8683119811307664 mul x_0))))) mul (44.99096266409649 add (1.3945623848887756 mul exp((0.30682276907441225 add (-1.323905910395712 mul (-3.220461507265339 add (0.49494306337258887 mul x_2)))))))) add (2.914154048416766 add (1.1252387593458866 mul (-2.603597167862407 add (0.8683119811307664 mul x_0))))),0.998987805,1,0,0,1,55,0.999600281,1,0,0,1,55,3,121
(t-u*x/c**2)/sqrt(1-u**2/c**2),feynman_I_15_3t,0.01,((-0.02761027481384816 add (1.1482637894408587 mul (-2.5992172210170836 add (0.8669029431277542 mul x_3)))) sub ((-3.002389725194572 add (0.010938018648752197 mul sin((-5.354797185151603 mul (-5.191076941923966 add (3.4598682087837194 mul x_2)))))) add (((0.8710713173376686 add ((-0.9265925233850351 add (-3.213575582352632 add (0.49512042329459666 mul x_1))))**2) mul (-0.0027339953916299463 add (-0.0008117688117154254 mul (-5.191076941923966 add (3.4598682087837194 mul x_2))))) mul ((6.4009030677690735 add (-8.284090447624262 mul (-2.6106306917889803 add (0.8686861268510252 mul x_0)))) add (-7.599096932237686 add (7.291062911639871 mul (-2.5992172210170836 add (0.8669029431277542 mul x_3)))))))),"sub,add,-0.02761027481384816,mul,1.1482637894408587,add,-2.5992172210170836,mul,0.8669029431277542,x_3,add,add,-3.002389725194572,mul,0.010938018648752197,sin,mul,-5.354797185151603,add,-5.191076941923966,mul,3.4598682087837194,x_2,mul,mul,add,0.8710713173376686,pow2,add,-0.9265925233850351,add,-3.213575582352632,mul,0.49512042329459666,x_1,add,-0.0027339953916299463,mul,-0.0008117688117154254,add,-5.191076941923966,mul,3.4598682087837194,x_2,add,add,6.4009030677690735,mul,-8.284090447624262,add,-2.6106306917889803,mul,0.8686861268510252,x_0,add,-7.599096932237686,mul,7.291062911639871,add,-2.5992172210170836,mul,0.8669029431277542,x_3",BFGS,146.4002624,((-0.02761027481384816 add (1.1482637894408587 mul (-2.5992172210170836 add (0.8669029431277542 mul x_3)))) sub ((-3.002389725194572 add (0.010938018648752197 mul sin((-5.354797185151603 mul (-5.191076941923966 add (3.4598682087837194 mul x_2)))))) add (((0.8710713173376686 add ((-0.9265925233850351 add (-3.213575582352632 add (0.49512042329459666 mul x_1))))**2) mul (-0.0027339953916299463 add (-0.0008117688117154254 mul (-5.191076941923966 add (3.4598682087837194 mul x_2))))) mul ((6.4009030677690735 add (-8.284090447624262 mul (-2.6106306917889803 add (0.8686861268510252 mul x_0)))) add (-7.599096932237686 add (7.291062911639871 mul (-2.5992172210170836 add (0.8669029431277542 mul x_3)))))))),0.998380854,1,0,0,1,63,0.999092957,1,0,0,1,63,4,133
(x-u*t)/sqrt(1-u**2/c**2),feynman_I_15_3x,0.01,((((4.985576203637644 add (-5.201392199652856 add (3.470896650527618 mul x_1))) mul ((-0.019460005405432544 add (-0.012582694183140258 mul (-5.2022444067832145 add (3.4670615005547845 mul x_3)))) sub (0.039460005405435136 add (-0.0005601755556709099 mul ((0.6246185832482852 add (-1.3684915696331312 mul (-2.34095344101209 add (0.2032406616498769 mul x_2)))))**3)))) mul (7.036152027722473 add (0.10963084337288692 mul cos((2.5407894596037783 add (-3.5921514278898914 mul (-2.34095344101209 add (0.2032406616498769 mul x_2)))))))) sub (-7.350101070114428 add (-1.4763105403261099 mul (-5.194967222731235 add (0.6926932547397969 mul x_0))))),"sub,mul,mul,add,4.985576203637644,add,-5.201392199652856,mul,3.470896650527618,x_1,sub,add,-0.019460005405432544,mul,-0.012582694183140258,add,-5.2022444067832145,mul,3.4670615005547845,x_3,add,0.039460005405435136,mul,-0.0005601755556709099,pow3,add,0.6246185832482852,mul,-1.3684915696331312,add,-2.34095344101209,mul,0.2032406616498769,x_2,add,7.036152027722473,mul,0.10963084337288692,cos,add,2.5407894596037783,mul,-3.5921514278898914,add,-2.34095344101209,mul,0.2032406616498769,x_2,add,-7.350101070114428,mul,-1.4763105403261099,add,-5.194967222731235,mul,0.6926932547397969,x_0",BFGS,135.1299803,((((4.985576203637644 add (-5.201392199652856 add (3.470896650527618 mul x_1))) mul ((-0.019460005405432544 add (-0.012582694183140258 mul (-5.2022444067832145 add (3.4670615005547845 mul x_3)))) sub (0.039460005405435136 add (-0.0005601755556709099 mul ((0.6246185832482852 add (-1.3684915696331312 mul (-2.34095344101209 add (0.2032406616498769 mul x_2)))))**3)))) mul (7.036152027722473 add (0.10963084337288692 mul cos((2.5407894596037783 add (-3.5921514278898914 mul (-2.34095344101209 add (0.2032406616498769 mul x_2)))))))) sub (-7.350101070114428 add (-1.4763105403261099 mul (-5.194967222731235 add (0.6926932547397969 mul x_0))))),0.996752013,1,0,0,1,57,0.997929304,1,0,0,1,57,4,129
(u+v)/(1+u*v/c**2),feynman_I_16_6,0.01,((2.992118465645269 add (1.1530884909488592 mul (-2.599878105871711 add (0.8666729797685018 mul x_0)))) sub (((0.015316423961564931 add (-2.599878105871711 add (0.8666729797685018 mul x_0))) sub (-0.045316423961528796 add (1.0820874216071659 mul (-2.5929974313932984 add (0.8650345890869935 mul x_1))))) mul (((-5.834369011526096 add (-2.5929974313932984 add (0.8650345890869935 mul x_1))) mul (-0.007337816947579944 add (0.0012513902014661803 mul (-2.6066303059061893 add (0.8683807881947694 mul x_2))))) mul ((0.032411713680809126 add (-4.077382851975249 mul (-2.6066303059061893 add (0.8683807881947694 mul x_2)))) add (0.23241171373002928 add (3.784160173724714 mul (-2.599878105871711 add (0.8666729797685018 mul x_0)))))))),"sub,add,2.992118465645269,mul,1.1530884909488592,add,-2.599878105871711,mul,0.8666729797685018,x_0,mul,sub,add,0.015316423961564931,add,-2.599878105871711,mul,0.8666729797685018,x_0,add,-0.045316423961528796,mul,1.0820874216071659,add,-2.5929974313932984,mul,0.8650345890869935,x_1,mul,mul,add,-5.834369011526096,add,-2.5929974313932984,mul,0.8650345890869935,x_1,add,-0.007337816947579944,mul,0.0012513902014661803,add,-2.6066303059061893,mul,0.8683807881947694,x_2,add,add,0.032411713680809126,mul,-4.077382851975249,add,-2.6066303059061893,mul,0.8683807881947694,x_2,add,0.23241171373002928,mul,3.784160173724714,add,-2.599878105871711,mul,0.8666729797685018,x_0",BFGS,133.0150771,((2.992118465645269 add (1.1530884909488592 mul (-2.599878105871711 add (0.8666729797685018 mul x_0)))) sub (((0.015316423961564931 add (-2.599878105871711 add (0.8666729797685018 mul x_0))) sub (-0.045316423961528796 add (1.0820874216071659 mul (-2.5929974313932984 add (0.8650345890869935 mul x_1))))) mul (((-5.834369011526096 add (-2.5929974313932984 add (0.8650345890869935 mul x_1))) mul (-0.007337816947579944 add (0.0012513902014661803 mul (-2.6066303059061893 add (0.8683807881947694 mul x_2))))) mul ((0.032411713680809126 add (-4.077382851975249 mul (-2.6066303059061893 add (0.8683807881947694 mul x_2)))) add (0.23241171373002928 add (3.784160173724714 mul (-2.599878105871711 add (0.8666729797685018 mul x_0)))))))),0.996364415,0,0,0,1,65,0.997124889,0,0,0,1,65,3,125
